text,summary_Llama-3.2-3B,summary_Llama-3.2-3B-Instruct
" aimvariations in treatment are the result of differences in demographic and clinical factors ( e.g. anatomy ) , but physician and hospital factors may also contribute to treatment variation . 
 the choice of treatment is considered important since it could lead to differences in long - term outcomes . 
 this study explores the associations with stent choice : i.e. drug - eluting stent ( des ) versus bare - metal stents ( bms ) for dutch patients diagnosed with stable or unstable coronary artery disease ( cad).methods & resultsassociations with treatment decisions were based on a prospective cohort of 692 patients with stable or unstable cad . of those patients , 
 442 patients were treated with bms or des . 
 multiple logistic regression analyses were performed to identify variables associated with stent choice . 
 bivariate analyses showed that nyha class , number of diseased vessels , previous percutaneous coronary intervention , smoking , diabetes , and the treating hospital were associated with stent type . after correcting for other associations the treating hospital remained 
 significantly associated with stent type in the stable cad population.conclusionsthis study showed that several factors were associated with stent choice . while patients generally appear to receive the most optimal stent given their clinical characteristics , stent choice seems partially determined by the treating hospital , which may lead to differences in long - term outcomes . ",A 45-year-old man had a heart attack and was treated successfully with a procedure to open his blocked arteries.,"Treatment for heart disease can vary because of many different factors, including the patient's age, health, and the hospital they are treated at. The study looked at how the choice of stent (a small device used to open blocked arteries) affects patients with stable or unstable heart disease. The study found that patients are often treated with the best possible stent for their individual needs, but the hospital they are treated at may also play a role in the type of stent they receive. This could potentially lead to differences in long-term outcomes."
" backgroundthe influence of homocysteine ( hcy ) on the migration and proliferation of vascular smooth muscle cells has been well established 
 . however , the impact of hcy levels on the progression of non - culprit coronary lesions ( nccls ) is controversial . 
 this study aims to evaluate whether the plasma level of hcy is related to the progression of nccls after percutaneous coronary stent implantation in elderly patients with acute coronary syndrome ( acs).methodsa total of 223 elderly patients (  65 years old ) with acs undergoing stent implantation and follow - up coronary angiography were enrolled . 
 laboratory determination comprised of blood sample evaluation for hcy was carried out before baseline coronary intervention . 
 the patients were classified into two groups according to the blood hcy tertiles (  15 mmol / l or < 15 mmol / l ) . 
 patients were followed up for 12.2 months . 
 nccl progression was assessed by three - dimensional quantitative coronary angiography.resultsa significantly higher ratio of nccl progression was observed in the group with baseline hcy concentrations above 15 mmol / l compared to the group with concentrations below 15 
 mmol / l ( 41/127 , 32.3% vs. 14/96 , 14.6% , p = 0.002 ) . 
 multivariate cox regression analysis showed that hcy and diabetes mellitus were independent risk factors for nccl progression . 
 the crude hazard ratio ( hr ) of nccl progression for hcy level was 1.056 ( 95% ci : 1.011.104 , p = 0.015 ) . 
 the adjusted hr of nccl progression for hcy level was 1.024 ( 95% ci : 1.0071.042 , p = 0.007 ) . 
 the adjusted hr of nccl progression for diabetes mellitus was 1.992 ( 95% ci : 1.153.44 , p = 0.013).conclusionshcy is an independent risk factor for nccl progression after 12 months of follow - up in elderly patients with acs who has undergone percutaneous coronary stenting . ",The level of homocysteine in the blood is related to the progression of non-culprit coronary lesions after stent implantation in elderly patients with acute coronary syndrome.,A study looked at whether high levels of homocysteine (a waste product in the blood) are related to the growth of new blockages in the arteries of elderly patients who had a heart attack and received a stent. The study found that patients with high levels of homocysteine were more likely to develop new blockages in their arteries. The study also found that diabetes was a risk factor for developing new blockages. The study suggests that high levels of homocysteine may be a risk factor for developing new blockages in the arteries of elderly patients who have had a heart attack and received a stent.
" emergency physicians and intensivists are increasingly utilizing capnography and bedside echocardiography during medical resuscitations . 
 these techniques have shown promise in predicting outcomes in cardiac arrest , and no cases of return of spontaneous circulation in the setting of sonographic cardiac standstill and low end - tidal carbon dioxide have been reported . 
 this case report illustrates an example of such an occurrence . 
 our aims are to report a case of return of spontaneous circulation in a patient with sonographic cardiac standstill , electrocardiographic pulseless electrical activity , and low end - tidal carbon dioxide tensions and to place the case in the context of previous literature on this topic . 
 case report and brief review of the literature . in 254 cases reported , no patient has survived in the setting of sonographic cardiac standstill and low end - tidal carbon dioxide tension , making the reported case unique . this case should serve to illustrate the utility and limitations of combined cardiac sonography and end - tidal carbon dioxide measurement in determining prognosis during cardiac arrest . ","Emergency physicians and intensivists are increasingly using two techniques, capnography and bedside echocardiography, during medical resuscitations. These techniques have shown promise in predicting outcomes in cardiac arrest, and no cases of return of spontaneous circulation in the setting of sonographic cardiac standstill and low end-tidal carbon dioxide have been reported. This case report illustrates an example of such an occurrence. Our aims are to report a case of return of spontaneous circulation in a patient with sonographic cardiac standstill, electrocardiographic pulseless electrical activity, and low end-tidal carbon dioxide tensions and to place the case in the context of previous literature on this topic. Case report and brief review of the literature. In 254 cases reported, no patient has survived in the setting of sonographic cardiac standstill and low end-tidal carbon dioxide tension, making the reported case unique. This case should serve to illustrate the utility and limitations of combined cardiac sonography and end-tidal carbon dioxide measurement in determining","Doctors are using special tools to help predict if someone will come back to life after a heart attack. These tools include a device that measures the amount of carbon dioxide in the blood and an ultrasound machine that looks at the heart. In a rare case, a patient came back to life despite having a stopped heart and very low levels of carbon dioxide in the blood. This case shows that these tools can be helpful, but they're not perfect and can sometimes give false readings."
" valvular heart disease is common in patients with end - stage renal disease and , if symptomatic , may lead to valve replacement surgery . 
 however , some patients with renal failure are deemed unsuitable for cardiac surgery , and in those patients who do undergo surgery , there is a significantly greater morbidity and mortality . 
 transcatheter aortic valve implantation ( tavi ) is recognized as an option for high - risk patients with symptomatic aortic stenosis ( as ) . here 
 we describe two patients on haemodialysis who underwent tavi with satisfactory outcomes . 
 the role of tavi is evolving and has the potential to play an important role for dialysis patients with as . ",A 67-year-old man had,"Some people with kidney failure may have problems with their heart valves. If these problems cause symptoms, they may need surgery to replace the valve. However, some people with kidney failure are too sick for surgery, and even if they do have surgery, they are more likely to get sick again. A new procedure called TAVI can be used to help people with heart valve problems who are too sick for surgery. We describe two patients who had this procedure and did well."
" this review addresses the role of fat in beef palatability and healthfulness . 
 particular emphasis is placed on the content of oleic acid in beef , and how this increases with time when cattle are fed a grain - based diet . 
 oleic acid decreases the melting point of lipids from beef , increasing the perception of juiciness and improving beef flavor . 
 clinical trials have demonstrated that ground beef containing elevated oleic acid increases , or at the least has no negative effects on the concentration of hdl cholesterol . 
 the amount of fat in published ground beef intervention trials greatly exceeds the amount of fat in equivalent portions of beef from u.s . 
 domestic or korean hanwoo cattle . 
 thus , we conclude 1 ) beef cattle should be raised under production conditions that increase the concentration of oleic acid in their edible tissues ( i.e. , by grain feeding over extended periods of time ) ; and 2 ) the amount of fat consumed in a typical portion of beef will not increase risk factors for cardiovascular disease . ","This review looks at the role of fat in beef palatability and healthfulness. Particular emphasis is placed on the content of oleic acid in beef, and how this increases with time when cattle are fed a grain-based diet. Oleic acid decreases the melting point of lipids from beef, increasing the perception of juiciness and improving beef flavor. Clinical trials have demonstrated that ground beef containing elevated oleic acid increases, or at the least has no negative effects on the concentration of HDL cholesterol. The amount of fat in published ground beef intervention trials greatly exceeds the amount of fat in equivalent portions of beef from U.S. domestic or Korean Hanwoo cattle. Thus, we conclude 1) beef cattle should be raised under production conditions that increase the concentration of oleic acid in their edible tissues (i.e., by grain feeding over extended periods of time); and 2) the amount of fat consumed in a typical portion of beef will not increase risk factors for cardiovascular disease.","This review looks at how fat in beef affects its taste and healthiness. It found that when cattle are fed grains, the fat in the beef becomes healthier and tastes better. The review also looked at how much fat is in beef from different countries and found that the fat in beef from the US and Korea is not as healthy as the fat in beef from cattle that are fed grains. The review concludes that cattle should be raised on grains to make the fat in the beef healthier, and that eating beef won't increase the risk of heart disease."
" malignant pericardial mesothelioma is a rare and progressive cardiac tumor . 
 there is no established standard treatment and the prognosis is poor . 
 most patients were retrospectively diagnosed from surgery or autopsy due to absence of specific clinical manifestation . 
 most patients with pericardial mesothelioma have demonstrated constrictive physiology on echocardiography or cardiac catheterization . 
 therefore , pericardial mesothelioma was often misdiagnosed as other causes of constrictive pericarditis . 
 we report a case of primary pericardial mesothelioma misdiagnosed as pericardial metastasis of unknown origin . ",A 45-year-old man had a heart attack and was treated successfully with a procedure to open his blocked arteries.,"A rare and serious heart tumor called pericardial mesothelioma was found in a patient. There is no proven way to treat it, and the outlook is poor. Most people with this condition were diagnosed after they died or had surgery. The tumor can make the heart work harder, leading to misdiagnosis of other conditions. We are reporting a case where this tumor was mistaken for a tumor that came from another part of the body."
" cardiovascular disease continues to be the leading cause of death , suggesting that new therapies are needed to treat the progression of heart failure post - myocardial infarction . as cardiac tissue 
 has a limited ability to regenerate itself , experimental biomaterial therapies have focused on the replacement of necrotic cardiomyocytes and repair of the damaged extracellular matrix . while acellular and cellular cardiac patches are applied surgically to the epicardial surface of the heart , injectable materials offer the prospective advantage of minimally invasive delivery directly into the myocardium to either replace the damaged extracellular matrix or to act as a scaffold for cell delivery . 
 cardiac - specific decellularized matrices offer the further advantage of being biomimetic of the native biochemical and structural matrix composition , as well as the potential to be autologous therapies . 
 this review will focus on the requirements of an ideal scaffold for catheter - based delivery as well as highlight the promise of decellularized matrices as injectable materials for cardiac repair . ","Cardiovascular disease is still the leading cause of death, so new treatments are needed to treat heart failure after a heart attack. Cardiac tissue has a limited ability to regenerate itself, so experimental biomaterial therapies have focused on replacing dead heart cells and repairing the damaged extracellular matrix. While acellular and cellular cardiac patches are applied surgically to the epicardial surface of the heart, injectable materials offer the advantage of being minimally invasive and can be delivered directly into the myocardium to either replace the damaged extracellular matrix or act as a scaffold for cell delivery. Cardiac-specific decellularized matrices offer the further advantage of being biomimetic of the native biochemical and structural matrix composition, as well as the potential to be autologous therapies. This review will focus on the requirements of an ideal scaffold for catheter-based delivery as well as highlight the promise of decellularized matrices as injectable materials for cardiac repair.","Heart disease is still the leading cause of death. New treatments are needed to help people with heart failure after a heart attack. Since the heart can't repair itself, doctors are looking at new ways to help it heal. One idea is to use special materials that can be injected into the heart to help fix damaged areas. These materials are made from the heart's own tissue and are designed to mimic the heart's natural structure. They may be able to help people with heart failure in the future."
" the subfornical organ ( sfo ) is one of circumventricular organs characterized by the lack of a normal blood brain barrier . 
 the sfo neurons are exposed to circulating glutamate ( 60~100 m ) , which may cause excitotoxicity in the central nervous system . 
 however , it remains unclear how sfo neurons are protected from excitotoxicity caused by circulating glutamate . in this study , we compared the glutamate - induced whole cell currents in sfo neurons to those in hippocampal ca1 neurons using the patch clamp technique in brain slice . 
 glutamate ( 100 m ) induced an inward current in both sfo and hippocampal ca1 neurons . 
 the density of glutamate - induced current in sfo neurons was significantly smaller than that in hippocampal ca1 neurons ( 0.55 vs. 2.07 pa / pf , p<0.05 ) . to further identify the subtype of the glutamate receptors involved , the whole cell currents induced by selective agonists were then compared . 
 the current densities induced by ampa ( 0.45 pa / pf ) and kainate ( 0.83 pa / pf ) , non - nmda glutamate receptor agonists in sfo neurons were also smaller than those in hippocampal ca1 neurons ( 2.44 pa / pf for ampa , p<0.05 ; 2.34 pa / pf for kainate , p < 0.05 ) . 
 however , the current density by nmda in sfo neurons was not significantly different from that of hippocampal ca1 neurons ( 1.58 vs. 1.47 pa / pf , p>0.05 ) . 
 these results demonstrate that glutamate - mediated action through non - nmda glutamate receptors in sfo neurons is smaller than that of hippocampal ca1 neurons , suggesting a possible protection mechanism from excitotoxicity by circulating glutamate in sfo neurons . ","The subfornical organ (SFO) is one of the circumventricular organs, which are characterized by the lack of a normal blood-brain barrier. SFO neurons are exposed to circulating glutamate (60-100 μM), which may cause excitotoxicity in the central nervous system. However, it remains unclear how SFO neurons are protected from excitotoxicity caused by circulating glutamate. In this study, we compared the glutamate-induced whole cell currents in SFO neurons to those in hippocampal CA1 neurons using the patch clamp technique in brain slice. Glutamate (100 μM) induced an inward current in both SFO and hippocampal CA1 neurons. The density of glutamate-induced current in SFO neurons was significantly smaller than that in hippocampal CA1 neurons (0.55 vs. 2.07 pA/pF, p<0.05). To further identify the subtype of the glutamate receptors involved, the whole cell","The subfornical organ is a special part of the brain that doesn't have a normal barrier to keep bad stuff out. The bad stuff, called glutamate, can be toxic to the brain. Scientists studied how the subfornical organ protects itself from this toxic substance. They found that the subfornical organ uses a different type of receptor to deal with glutamate, which might help protect it from damage. This could be important for understanding how the subfornical organ works and how it might be affected by certain diseases or conditions."
" diabetes mellitus ( dm ) is a chronic metabolic disorder characterized by inappropriate hyperglycemia due to lack of or resistance to insulin . 
 patients with dm are frequently afflicted with ischemic vascular disease or wound healing defect . 
 it is well known that type 2  dm causes amplification of the atherosclerotic process , endothelial cell dysfunction , glycosylation of extracellular matrix proteins , and vascular denervation . 
 these complications ultimately lead to impairment of neovascularization and diabetic wound healing . 
 therapeutic angiogenesis remains an attractive treatment modality for chronic ischemic disorders including pad and/or diabetic wound healing . 
 many experimental studies have identified better approaches for diabetic cardiovascular complications , however , successful clinical translation has been limited possibly due to the narrow therapeutic targets of these agents or the lack of rigorous evaluation of pathology and therapeutic mechanisms in experimental models of disease . 
 this paper discusses the current body of evidence identifying endothelial dysfunction and impaired angiogenesis during diabetes . ","Diabetes is a chronic metabolic disorder that causes high blood sugar. People with diabetes are often affected by problems with their blood vessels, such as heart disease and poor healing of wounds. Diabetes can make blood vessels more likely to become blocked and less able to heal. Therapies that stimulate blood vessel growth may help treat these problems. However, the effectiveness of these treatments has been limited by a lack of rigorous testing in experimental models of disease.","Diabetes is a long-term condition where the body can't make enough insulin. This can lead to problems with blood vessels and can cause heart disease, wounds that won't heal, and other complications. Researchers are looking for new ways to help people with diabetes, such as treatments that can help their bodies make new blood vessels. So far, some studies have found that diabetes can cause problems with blood vessels and that new treatments might be helpful, but more research is needed to make these treatments work."
" introductionthe prognosis in out - of - hospital sudden cardiac arrest ( ohca ) remains unfavorable and depends on a number of demographic and clinical variables , the reversibility of its causes and its mechanisms.aimto investigate the risk factors of prehospital death in patients with ohca in bielsko county.material and methodsthe study analyzed all dispatch cards of the national emergency medical services ( ems ) teams in bielsko - biala for the year 2013 ( n = 23 400 ) . 
 only the cards related to sudden cardiac arrest in adults were ultimately included in the study ( n = 272 ; 190 men , 82 women ; median age : 71 years).resultssixty - seven victims ( 45 men , 22 women ) were pronounced dead upon the arrival of the ems team , and cardiopulmonary resuscitation ( cpr ) was not undertaken . in the remaining group of 205 subjects , 
 cpr was commenced but was ineffective in 141 patients ( 97 male , 44 female ) . although univariate analysis indicated 6 predictors of prehospital death , including ohca without the presence of witnesses ( odds ratio ( or ) = 4.2 ) , ohca occurring in a public place ( or = 3.1 ) , no bystander cpr ( or = 9.7 ) , no bystander cardiac massage ( or = 13.1 ) , initial diagnosis of non - shockable cardiac rhythm ( or = 7.0 ) , and the amount of drugs used for cpr ( or = 0.4 ) , logistic regression confirmed that only the lack of bystander cardiac massage ( or = 6.5 ) and non - shockable rhythm ( or = 4.6 ) were independent determinants of prehospital death ( area under roc curve = 0.801).conclusionsnon - shockable rhythm of cardiac arrest and lack of bystander cardiac massage are independent determinants of prehospital death in bielsko - biala inhabitants suffering from ohca . ","The prognosis of people who have a heart attack while they are out of the hospital is still not good. This is because of a number of factors, including the patient’s age, the cause of the heart attack, and the treatment that is given. This study looked at the risk factors for dying before the ambulance arrives in Bielsko County. The study found that the lack of bystander CPR and the presence of a non-shockable rhythm were the two main risk factors for dying before the ambulance arrived.","The study looked at the risk factors for death in people who had a sudden cardiac arrest outside of the hospital. It found that having a cardiac arrest in a public place, not having anyone perform CPR, and not having anyone do chest compressions were all risk factors for death. The study also found that having a non-shockable heart rhythm was a risk factor for death. The study suggests that having someone perform chest compressions and having a shockable heart rhythm are protective factors against death."
" holt  oram syndrome ( hos ) is a rare autosomal dominant disorder , characterized by upper limb dysplasia and congenital cardiac defect . 
 we report two cases with hos , first associated with renal agenesis , coronal hypospadias , urethral duplication and second associated with duodenal atresia and horseshoe kidney that have not been reported in english literature . ",A,"Holt-Oram syndrome is a rare genetic disorder that affects the development of the upper arms and heart. We have found two new cases of this syndrome, one with kidney problems and another with a blockage in the small intestine. Neither of these cases has been reported before in the English-speaking world."
" key clinical messageibrutinib is a firstinclass inhibitor of bruton 's tyrosine kinase , which is approved for use in chronic lymphocytic leukemia , mantle cell lymphoma , and waldenstrom 's macroglobulinemia . 
 although ibrutinib has been linked to an increased incidence of atrial fibrillation , this is the first report of an association with nonischemic cardiomyopathy and ventricular arrhythmia . ","Ibrutinib is a new drug that is used to treat certain types of cancer. It is the first drug of its kind. It works by blocking a protein called Bruton's tyrosine kinase. This protein is involved in the growth and spread of cancer cells. Ibrutinib is approved for use in three types of cancer: chronic lymphocytic leukemia, mantle cell lymphoma, and Waldenstrom's macroglobulinemia. Although ibrutinib has been linked to an increased risk of atrial fibrillation, this is the first report of an association with nonischemic cardiomyopathy and ventricular arrhythmia.",Ibrutinib is a medicine that helps treat certain types of cancer. It can also cause some people to get a heart condition called nonischemic cardiomyopathy and ventricular arrhythmia. This is a new discovery and more research is needed to understand the risks.
" new data have been accumulated in the scientific literature in recent years which allow a more adequate risk assessment of selenium with reference to human health . 
 this new evidence comes from environmental studies , carried out in populations characterized by abnormally high or low selenium intakes , and from high - quality and large randomized controlled trials with selenium recently carried out in the us and in other countries . 
 these trials have consistently shown no beneficial effect on cancer and cardiovascular risk , and have yielded indications of unexpected toxic effects of selenium exposure . 
 overall , these studies indicate that the minimal amount of environmental selenium which is source of risk to human health is much lower than anticipated on the basis of older studies , since toxic effects were shown at levels of intake as low as around 260 g / day for organic selenium and around 16 g / day for inorganic selenium . 
 conversely , populations with average selenium intake of less than 1319 g / day appear to be at risk of a severe cardiomyopathy , keshan disease . 
 overall , there is the need to reconsider the selenium standards for dietary intake , drinking water , outdoor and indoor air levels , taking into account the recently discovered adverse health effects of low - dose selenium overexposure , and carefully assessing the significance of selenium - induced proteomic changes . ","New data have been accumulated in the scientific literature in recent years that allow a more accurate risk assessment of selenium with reference to human health. This new evidence comes from environmental studies, carried out in populations characterized by abnormally high or low selenium intakes, and from high-quality and large randomized controlled trials with selenium recently carried out in the US and in other countries. These trials have consistently shown no beneficial effect on cancer and cardiovascular risk, and have yielded indications of unexpected toxic effects of selenium exposure. Overall, these studies indicate that the minimal amount of environmental selenium that is source of risk to human health is much lower than anticipated on the basis of older studies, since toxic effects were shown at levels of intake as low as around 260 g/day for organic selenium and around 16 g/day for inorganic selenium. Conversely, populations with average selenium intake of less than 1319 g/day appear to be at risk of a severe cardiomyopathy, Keshan disease. Overall, there is the need to","New research has found that selenium is not good for us. In fact, it can be toxic in small amounts. The studies looked at people who ate a lot of selenium or not enough, and found that too little selenium can cause serious heart problems, while too much can cause cancer and other problems. The researchers think that the safe amount of selenium we can have is much lower than we thought, and that we should lower the amount of selenium in our food, water, and air."
" thrombosis risk in essential thrombocythemia ( et ) patients can be assessed using different prognostic systems . 
 conventional risk factors include age more than 60 years and history of previous thrombosis . 
 in addition , other factors such as jak2 v617f mutations , cardiovascular risk factors , leukocytosis more than 11  109/l , thrombophilic factors and platelet count more than 1500  109/l are used in different hematology centers as high - risk features for thrombosis . 
 our study compared different risk model groups for thrombosis in 185 who - defined et patients at the hospital of lithuanian university of health sciences kaunas klinikos . 
 we found that patient distribution in low , intermediate- and high - risk groups varies using different risk stratification models . 
 the biggest difference in risk assignment is evident in patients who are older than 60 years and have no other risk factors and in patients who are younger than 60 years but have other risk factors.this observation suggests that new prospective randomized clinical trials are needed to better stratify patients at risk for thrombosis . ","Different models can be used to assess the risk of blood clots in patients with a condition called essential thrombocythemia. Conventional risk factors include age over 60 and a history of blood clots. Other factors, such as the presence of certain mutations, cardiovascular risk factors, leukocytosis (a high white blood cell count), thrombophilic factors (blood clotting disorders), and high platelet counts, are also used to assess risk. In our study, we compared different risk models for blood clots in 185 patients with essential thrombocythemia at the Lithuanian University of Health Sciences in Kaunas. We found that the distribution of patients in low, intermediate, and high-risk groups varies depending on the risk stratification model used. The biggest difference in risk assignment is evident in patients who are older than 60 years and have no other risk factors and in patients who are younger than 60 years but have other risk factors. This suggests that new","Doctors can use different ways to figure out if someone with a blood disorder called essential thrombocythemia is at risk of getting a blood clot. They look at things like the person's age, if they've had a clot before, and other factors like a certain type of mutation in their genes, their blood pressure, and how many platelets they have. A study looked at 185 people with essential thrombocythemia and found that different ways of looking at these factors can give different answers about who is at risk. The study found that older people with no other risk factors are at higher risk, and younger people with other risk factors are at lower risk. This means that more research is needed to find the best way to predict who is at risk of getting a blood clot."
" aim of databasethe danish cardiac rehabilitation database ( dhrd ) aims to improve the quality of cardiac rehabilitation ( cr ) to the benefit of patients with coronary heart disease ( chd).study populationhospitalized patients with chd with stenosis on coronary angiography treated with percutaneous coronary intervention , coronary artery bypass grafting , or medication alone . reporting is mandatory for all hospitals in denmark delivering cr . 
 the database was initially implemented in 2013 and was fully running from august 14 , 2015 , thus comprising data at a patient level from the latter date onward.main variablespatient - level data are registered by clinicians at the time of entry to cr directly into an online system with simultaneous linkage to other central patient registers . 
 follow - up data are entered after 6 months . 
 the main variables collected are related to key outcome and performance indicators of cr : referral and adherence , lifestyle , patient - related outcome measures , risk factor control , and medication . 
 program - level online data are collected every third year.descriptive databased on administrative data , approximately 14,000 patients with chd are hospitalized at 35 hospitals annually , with 75% receiving one or more outpatient rehabilitation services by 2015 . 
 the database has not yet been running for a full year , which explains the use of approximations.conclusionthe dhrd is an online , national quality improvement database on cr , aimed at patients with chd . 
 mandatory registration of data at both patient level as well as program level is done on the database . 
 dhrd aims to systematically monitor the quality of cr over time , in order to improve the quality of cr throughout denmark to benefit patients . ","The Danish Cardiac Rehabilitation Database (DHRD) aims to improve the quality of cardiac rehabilitation (CR) to the benefit of patients with coronary heart disease (CHD). Study population: Hospitalized patients with CHD with stenosis on coronary angiography treated with percutaneous coronary intervention, coronary artery bypass grafting, or medication alone. Reporting is mandatory for all hospitals in Denmark delivering CR. The database was initially implemented in 2013 and was fully running from August 14, 2015, thus comprising data at a patient level from the latter date onward. Main variables: Patient-level data are registered by clinicians at the time of entry to CR directly into an online system with simultaneous linkage to other central patient registers. Follow-up data are entered after 6 months. The main variables collected are related to key outcome and performance indicators of CR: referral and adherence, lifestyle, patient-related outcome measures, risk factor control, and medication. Program-level online data are collected every third year.","The Danish Cardiac Rehabilitation Database (DHRD) is a new online database that aims to improve the quality of cardiac rehabilitation for patients with coronary heart disease. The database collects information on patients who are treated with procedures such as angioplasty or bypass surgery, as well as those who receive medication alone. The data is collected by clinicians at the time of entry to cardiac rehabilitation and also after 6 months. The database tracks key outcome and performance indicators, such as referral and adherence, lifestyle, patient-related outcome measures, risk factor control, and medication. The data is also collected at the program level every three years. The database has collected data on approximately 14,000 patients with coronary heart disease annually, with 75% receiving outpatient rehabilitation services. The DHRD aims to monitor the quality of cardiac rehabilitation over time and improve the quality of care throughout Denmark to benefit patients."
" backgroundthe study aimed to investigate the clinical value of velocity vector imaging ( vvi ) in assessing heart function in fetuses of pregnant women with thyroid dysfunction . 
 the inter - observer and intra - observer variability was assessed for all vvi parameters observed.material/methodsthe participants were enrolled from singleton pregnant women with gestational ages ranging 24 + 0 to 40 + 1 weeks who visited the department of obstetrics and gynecology at the affiliated hospital of qingdao university , china , for prenatal care from july 2011 to february 2014 . digital 2-dimensional ( 2d ) 
 dynamic 4-chamber images of the heart were collected . 
 a total of qualified 226 images from 125 fetuses of pregnant women with normal thyroid ( control group ) , 64 fetuses of pregnant women with hypothyroidism ( hypothyroidism group ) , and 37 fetuses of pregnant women with hyperthyroidism ( hyperthyroidism group ) were interrogated offline using vvi software . 
 the echocardiographic parameters including the myocardium peak systolic velocity ( vs ) , peak diastolic velocity ( vd ) , peak systolic strain ( s ) , peak systolic strain rate ( srs ) , peak diastolic strain rate ( srd ) of rv and lv , were obtained from the velocity curves of 2d myocardial motion . 
 the heart rate was measured using a virtual m - mode algorithm built into the software.resultsthe study found that the longitudinal vs and vd of both ventricles in the control group gradually decreased from basal segments to apical segments and significantly increased over the gestation . 
 s , srs , and srd of both ventricles remained stable after middle gestation . compared with the control group , the hypothyroidism and hyperthyroidism groups 
 exhibited significantly reduced s , srs , and srd , even for fetuses at 24-weeks gestation . 
 there were no significant differences in global vs and global vd between the control group and the hyperthyroidism or hypothyroidism groups.conclusionsthe thyroid dysfunction of pregnant women may damage fetal heart function , and vvi could be a sensitive technique to measure the variation of fetal heart function . ","This study investigated the use of a new technique called velocity vector imaging ( VVI ) to assess heart function in fetuses of pregnant women with thyroid dysfunction. 
The study found that the VVI technique can be used to assess heart function in fetuses of pregnant women with thyroid dysfunction. 
The study also found that the VVI technique can be used to assess heart function in fetuses of pregnant women with thyroid dysfunction. 
The study found that the VVI technique can be used to assess heart function in fetuses of pregnant women with thyroid dysfunction. 
The study found that the VVI technique can be used to assess heart function in fetuses of pregnant women with thyroid dysfunction. 
The study found that the VVI technique can be used to assess heart function in fetuses of pregnant women with thyroid dysfunction. 
The study found that the VVI technique can be used to assess heart function in fetuses of pregnant women with thyroid dysfunction. 
The study found that the VVI technique can be used",A study looked at how thyroid problems in pregnant women affect the heart function of their babies. The study used a special technique to measure the heart function of the babies and found that babies born to mothers with thyroid problems had damaged heart function. The study suggests that this technique could be useful for monitoring the heart function of babies born to mothers with thyroid problems.
" incomplete development and severe malformation of the heart result in miscarriage of embryos because of its malfunction as a pump for circulation . during cardiogenesis , development of the heart 
 is precisely coordinated by the genetically - primed program that is revealed by the sequential expression of transcription factors . 
 it is important to investigate how spatial allocation of the heart containing cardiomyocytes and other mesoderm - derived cells is determined . 
 in addition , the molecular mechanism underlying cardiomyocyte differentiation still remains elusive . 
 the location of ectoderm- , mesoderm- , and endoderm - derived organs is determined by their initial allocation and subsequent mutual cell - cell interactions or paracrine - based regulation . in the present work , 
 we provide an overview of cardiac development controlled by the germ layers and discuss the points that should be uncovered in future for understanding cardiogenesis . ",The heart does not develop properly in some people. This causes miscarriages. The heart is made up of cells from the three layers of the body. The cells are arranged in a specific way to make the heart work properly. The cells are made in a specific way. The cells are arranged in a specific way. The cells are arranged in a specific way. The cells are arranged in a specific way. The cells are arranged in a specific way. The cells are arranged in a specific way. The cells are arranged in a specific way. The cells are arranged in a specific way. The cells are arranged in a specific way. The cells are arranged in a specific way. The cells are arranged in a specific way. The cells are arranged in a specific way. The cells are arranged in a specific way. The cells are arranged in a specific way. The cells are arranged in a specific way. The cells are arranged in a specific way. The cells are arranged in a specific way. The cells,"The heart doesn't develop properly in some people, which can lead to miscarriage. Scientists are trying to figure out how the heart forms and what makes it work properly. They want to know more about how the different parts of the heart are arranged and how they interact with each other. They also want to understand how heart cells become heart cells."
" backgroundthe optimal target for revascularization in patients with history of coronary artery bypass graft surgery ( cabg ) is unclear . 
 this study was designed to compare the outcome of percutaneous coronary intervention ( pci ) on saphenous vein grafts ( svg ) and that on native vessels in patients with previous cabg in terms of major adverse cardiac events ( mace).methodsthe study drew upon data on consecutive patients hospitalized for pci and mace rate during a nine - month follow - up period . 
 the patients were divided according to the target vessel for pci into two groups : svg and native vessel.resultsbetween 2003 and 2007 , 226 patients underwent pci 6.57  4.55 years after cabg . 
 their mean age was 59.529.38 years , and 176 ( 77.9% ) were male . 
 pci was performed on the svg in 63 ( 27.9% ) patients and on the native coronary artery in the rest . during a nine - month follow - up period , 
 9 ( 4% ) patients suffered mace ; the prevalence of mace was not significantly different between the svg group ( 4.8% ) and the native vessel group ( 4.9% ) , ( p value = 0.999).conclusionpci on grafted and native vessels did not affect mace in patients undergoing pci after cabg . ","This study compared the outcomes of patients who had a procedure to open their blocked arteries after having had a previous operation to bypass blocked arteries. 
 The study found that the outcomes were the same for patients who had their blocked arteries opened on their bypassed arteries and those who had their arteries opened on their own arteries.","This study looked at how well percutaneous coronary intervention (PCI) worked for patients who had already had coronary artery bypass graft surgery (CABG). The researchers wanted to know if the type of vessel (native or graft) used for PCI made a difference in the number of major heart problems that occurred. They looked at 226 patients who had PCI between 2003 and 2007. The results showed that the type of vessel used for PCI did not make a difference in the number of major heart problems that occurred. In other words, PCI on grafts or native vessels did not affect the number of major heart problems."
